Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,SaleType,SaleCondition,SalePrice,month+year,totalbath,Totalsqft,Age,YearsSinceRemodel,IsNewHouse
61,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,GasA,Ex,Y,SBrkr,1158,Gd,5,Typ,0,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,,New,Partial,158000,5.2006,2.5,2316.0,2,2,True
62,75,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,GasA,TA,N,SBrkr,1111,Fa,6,Typ,0,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,,WD,Normal,101000,3.2007,1.0,1641.0,87,11,False
63,120,RL,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,GasA,Ex,Y,SBrkr,1370,Gd,6,Typ,1,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,,WD,Normal,202500,10.2007,2.0,2740.0,1,1,True
64,70,RM,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,1710,TA,9,Typ,0,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,,WD,Normal,140000,4.2010,2.0,2286.0,89,60,False
65,60,RL,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,GasA,Ex,Y,SBrkr,2034,Gd,8,Typ,0,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,,WD,Normal,219500,2.2009,3.5,3091.0,12,11,False
66,60,RL,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,GasA,Ex,Y,SBrkr,2473,Gd,9,Typ,1,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,,WD,Normal,317000,10.2007,2.5,3616.0,3,2,True
67,20,RL,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,GasA,TA,Y,SBrkr,2207,TA,7,Min1,1,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,,WD,Normal,180000,7.2010,3.0,4154.0,40,21,False
68,20,RL,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,GasA,Ex,Y,SBrkr,1479,Gd,7,Typ,0,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,,WD,Normal,226000,6.2007,3.0,2932.0,4,4,True
69,30,RM,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,GasA,TA,Y,SBrkr,747,TA,4,Typ,0,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,,WD,Normal,80000,6.2010,1.0,1494.0,65,60,False
70,50,RL,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,GasW,TA,Y,SBrkr,2287,TA,7,Typ,1,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,,WD,Normal,225000,7.2006,2.0,3591.0,53,53,False
71,20,RL,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,GasA,Ex,Y,SBrkr,2223,TA,8,Typ,2,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,,WD,Normal,244000,2.2007,3.0,4446.0,34,34,False
72,20,RL,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,GasA,TA,Y,SBrkr,845,TA,4,Typ,0,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,,WD,Normal,129500,6.2007,2.0,1690.0,25,1,False
73,60,RL,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,GasA,Gd,Y,SBrkr,1718,TA,7,Typ,1,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,,WD,Normal,185000,12.2009,2.5,2550.0,11,11,False
74,20,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,GasA,Gd,Y,SBrkr,1086,TA,6,Typ,0,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,,WD,Normal,144900,5.2010,2.0,2172.0,56,7,False
75,50,RM,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,GasA,Gd,N,SBrkr,1605,TA,8,Typ,0,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,,WD,Normal,107400,5.2010,2.0,2445.0,95,60,False
76,180,RM,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,GasA,TA,Y,SBrkr,988,TA,5,Typ,0,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,,WD,Normal,91000,11.2009,2.0,1450.0,36,36,False
77,20,RL,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,GasA,Ex,Y,FuseA,952,TA,4,Typ,0,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,,WD,Normal,135750,4.2008,1.0,1904.0,52,52,False
78,50,RM,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,GasA,TA,Y,SBrkr,1285,TA,6,Min1,0,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,,WD,Normal,127000,1.2008,2.0,1957.0,60,7,False
79,90,RL,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,GasA,TA,N,SBrkr,1768,TA,8,Typ,0,,,,0,0,,,Y,0,0,,WD,Normal,136500,4.2010,2.0,3536.0,42,42,False
80,50,RM,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,GasA,Gd,Y,SBrkr,1230,TA,5,Typ,0,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,,WD,Normal,110000,5.2009,1.5,1670.0,99,28,False
81,60,RL,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,GasA,TA,Y,SBrkr,2142,Gd,8,Typ,1,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,,WD,Normal,193500,6.2009,2.5,3038.0,41,41,False
82,120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,GasA,Ex,Y,SBrkr,1337,TA,5,Typ,0,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,,WD,Normal,153500,3.2006,3.0,2574.0,8,8,False
83,20,RL,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,GasA,Ex,Y,SBrkr,1563,Gd,6,Typ,1,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,,WD,Normal,245000,10.2008,2.0,3126.0,1,1,True
84,20,RL,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,GasA,Gd,Y,SBrkr,1065,TA,6,Typ,0,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,,COD,Normal,126500,7.2007,1.5,2130.0,47,47,False
85,80,RL,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,Gd,Y,SBrkr,1474,TA,7,Typ,1,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,,WD,Normal,168500,5.2009,2.5,1858.0,14,13,False
86,60,RL,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,GasA,Ex,Y,SBrkr,2417,Gd,9,Typ,1,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,,WD,Normal,260000,4.2006,2.5,3705.0,15,14,False
87,60,RL,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,GasA,Ex,Y,SBrkr,1560,Gd,6,Typ,1,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,,WD,Normal,174000,3.2009,2.5,2244.0,4,4,True
88,160,FV,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,GasA,Ex,Y,SBrkr,1224,Gd,4,Typ,0,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,,New,Partial,164500,6.2009,2.5,1836.0,0,0,True
89,50,C (all),8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,GasA,TA,N,SBrkr,1526,Fa,6,Typ,0,,,,0,0,,,N,0,0,,ConLD,Abnorml,85000,10.2009,1.0,2026.0,94,27,False
90,20,RL,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,GasA,Ex,Y,SBrkr,990,TA,5,Typ,0,,,,0,0,,,Y,0,0,,WD,Normal,123600,8.2007,2.0,1980.0,13,12,False
91,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,FuseA,1040,TA,4,Typ,0,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,,WD,Normal,109900,7.2006,1.0,1040.0,56,56,False
92,20,RL,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,GasA,TA,Y,SBrkr,1235,TA,6,Typ,0,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,,WD,Abnorml,98600,12.2006,1.0,2470.0,45,45,False
93,30,RL,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,GasA,Ex,Y,SBrkr,964,TA,5,Typ,0,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,,WD,Normal,163500,8.2009,2.0,1840.0,88,3,False
94,190,C (all),7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,GasW,Ex,N,SBrkr,2291,TA,9,Typ,1,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,,WD,Normal,133900,11.2007,2.6,3505.0,97,9,False
95,60,RL,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,GasA,Ex,Y,SBrkr,1786,Gd,7,Typ,0,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,,WD,Normal,204750,5.2007,3.5,2610.0,10,10,False
96,60,RL,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,GasA,Gd,Y,SBrkr,1470,TA,6,Typ,1,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,,WD,Normal,185000,4.2009,2.5,2150.0,16,16,False
97,20,RL,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,GasA,Ex,Y,SBrkr,1588,Gd,6,Typ,0,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,,WD,Normal,214000,8.2006,2.0,3176.0,7,7,False
98,20,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,GasA,TA,Y,FuseF,960,TA,6,Typ,0,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0,,WD,Normal,94750,5.2007,2.0,1920.0,42,42,False
99,30,RL,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,GasA,Fa,N,SBrkr,835,TA,5,Typ,0,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,,COD,Abnorml,83000,5.2010,1.0,1293.0,90,60,False
100,20,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,GasA,Fa,Y,SBrkr,1225,TA,6,Typ,0,,,,0,0,,,Y,352,0,,WD,Normal,128950,1.2010,2.5,2175.0,51,51,False
101,20,RL,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,GasA,Gd,Y,SBrkr,1610,Gd,6,Typ,2,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,,WD,Normal,205000,2.2010,3.0,3220.0,33,9,False
102,60,RL,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,GasA,TA,Y,SBrkr,1732,Gd,7,Typ,1,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,,WD,Normal,178000,6.2010,2.5,2473.0,25,25,False
103,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Fa,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,1535,TA,8,Typ,0,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,,WD,Alloca,118964,6.2009,2.0,1535.0,30,30,False
104,20,RL,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,GasA,Ex,Y,SBrkr,1226,Gd,6,Typ,0,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,,WD,Normal,198900,5.2010,2.0,2452.0,1,1,True
105,50,RM,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,GasA,Ex,Y,FuseF,1818,TA,7,Typ,2,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,0,,WD,Normal,169500,6.2007,1.5,2858.0,76,57,False
106,60,FV,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,GasA,Ex,Y,SBrkr,1992,Gd,9,Typ,1,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45,,WD,Normal,250000,8.2008,2.5,3045.0,5,4,True
107,30,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,GasA,Gd,Y,SBrkr,1047,TA,6,Typ,0,Detchd,1954.0,Unf,1,273,Fa,Fa,N,0,0,,WD,Normal,100000,8.2007,1.0,1688.0,122,12,False
108,20,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,GasA,Ex,Y,SBrkr,789,TA,5,Typ,0,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,0,,WD,Partial,115000,4.2008,1.0,1578.0,60,58,False
109,50,RM,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,GasW,TA,N,FuseF,1517,Fa,7,Typ,0,,,,0,0,,,N,0,0,,WD,Normal,115000,8.2007,2.0,2310.0,88,2,False
110,20,RL,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,GasA,Ex,Y,SBrkr,1844,TA,7,Typ,1,Attchd,1977.0,RFn,2,546,TA,TA,Y,0,122,,COD,Normal,190000,1.2010,2.0,3688.0,33,33,False
111,50,RL,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,GasA,Gd,Y,SBrkr,1855,TA,7,Typ,0,Attchd,1954.0,Unf,1,325,TA,TA,Y,182,0,,WD,Normal,136900,10.2006,2.0,2849.0,52,34,False
112,80,RL,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,GasA,Ex,Y,SBrkr,1430,TA,7,Typ,1,BuiltIn,2000.0,Fin,2,400,TA,TA,Y,180,0,,WD,Normal,180000,4.2010,2.5,1814.0,10,10,False
113,60,RL,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,GasA,Ex,Y,SBrkr,2696,Ex,10,Typ,1,BuiltIn,2007.0,Fin,3,792,TA,TA,Y,120,184,,New,Partial,383970,10.2007,3.5,3960.0,0,0,True
114,20,RL,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,GasA,TA,Y,SBrkr,2259,Gd,7,Typ,2,Basment,1953.0,Unf,2,450,TA,TA,Y,166,120,,COD,Abnorml,217000,10.2007,3.0,4068.0,54,54,False
115,70,RL,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,GasA,Ex,Y,SBrkr,2320,Gd,9,Typ,1,Detchd,1945.0,Unf,1,180,TA,TA,Y,224,0,,WD,Normal,259500,7.2007,3.5,3348.0,62,5,False
116,160,FV,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,GasA,Gd,Y,SBrkr,1458,TA,5,Typ,1,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,32,,WD,Normal,176000,6.2007,2.5,2187.0,8,8,False
117,20,RL,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,GasA,TA,Y,SBrkr,1092,TA,6,Typ,1,Attchd,1962.0,Unf,1,288,TA,TA,Y,0,20,,WD,Normal,139000,9.2009,1.6,2184.0,47,47,False
118,20,RL,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,GasA,Gd,Y,SBrkr,1125,TA,5,Typ,0,Attchd,2007.0,Unf,2,430,TA,TA,Y,80,64,,New,Partial,155000,4.2007,1.5,2250.0,1,0,True
119,60,RL,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,GasA,Gd,Y,SBrkr,3222,Gd,11,Typ,2,Attchd,1990.0,Unf,3,594,TA,TA,Y,367,0,,WD,Normal,320000,5.2010,4.0,4895.0,20,20,False
120,60,RL,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,1456,Gd,8,Typ,1,Attchd,2005.0,Fin,2,390,TA,TA,Y,0,24,,New,Partial,163990,7.2006,2.5,2184.0,1,0,True
121,80,RL,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,GasA,Ex,Y,SBrkr,988,TA,4,Typ,2,Attchd,1969.0,Unf,2,540,TA,TA,Y,0,130,,WD,Normal,180000,10.2006,2.0,1926.0,37,37,False
122,50,RM,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,732,GasA,Gd,Y,SBrkr,1123,TA,4,Typ,0,Detchd,1979.0,Unf,1,264,TA,TA,P,0,0,,WD,Normal,100000,6.2007,1.0,1855.0,68,57,False
